WBID_2012,WATERSHED,WATERBODY,AU_ID,LOCATION1,LOCATION2,WATERCODE,WATERTYPE,AU_SIZE,SIZE_UNIT,CLASS,QUALIFIER,CATEGORY,TMDL_COUNT,ORIG_FID,Name,Descript,BatchDone,SnapOn,SrcType,Area_SQ_MI,WATERBODY_1,AU_ID_1,TOTAREA,AGAREA,DEVAREA,NATAREA,WETAREA,PERCAG,PERCDEV,PERCNAT,PERCWET,pNatWet_Tt,TOTAREA_PR,AGAREA_PR,DEVAREA_PR,NATAREA_PR,WETAREA_PR,PERCAG_PR,PERCDEV_PR,PERCNAT_PR,PERCWET_PR,TOTAREA_ST,AGAREA_ST,DEVAREA_ST,NATAREA_ST,WETAREA_ST,PERCAG_ST,PERCDEV_ST,PERCNAT_ST,PERCWET_ST,SUM_PERCAG,SUM_PERCDE,SUM_PERCNA,SUM_PERCWE,TOTAREA_SP,AGAREA_SP,DEVAREA_SP,NATAREA_SP,WETAREA_SP,PERCAG_SP,PERCDEV_SP,PERCNAT_SP,PERCWET_SP,PercImp,OBJECTID *,Shape *
3212150,Westfield,SHAW BROOK,MA32-52, , , , ,2.2,MILES, , , ,0,43,MA32_52,Outlet,1,1,0,1.14,SHAW BROOK,MA32-52,1.14,0.016226,0.01678,1.094991,0.010889,1.4,1.5,96.1,1,97.1,1.14,0.016226,0.01678,1.094991,0.010889,1.4,1.5,96.1,1,0.27,0,0.003584,0.255944,0.009706,0,1.3,95.1,3.6,<Null>,<Null>,<Null>,<Null>,0.27,0,0.003584,0.255944,0.009706,0,1.3,95.1,3.6,0.85,67,Point
3212325,Westfield,STEEP BANK BROOK,MA32-53, , , , ,1,MILES, , , ,0,44,MA32_53,Outlet,1,1,0,0.95,STEEP BANK BROOK,MA32-53,0.95,0,0.002476,0.922777,0.023432,0,0.3,97.3,2.5,99.8,0.95,0,0.002476,0.922777,0.023432,0,0.3,97.3,2.5,0.23,0,0,0.225596,0.005534,0,0,97.6,2.4,<Null>,<Null>,<Null>,<Null>,0.23,0,0,0.225596,0.005534,0,0,97.6,2.4,0.26,68,Point
3211800,Westfield,NORTH BRANCH SWIFT RIVER,MA32-54, , , , ,6.9,MILES, , , ,0,45,MA32_54,Outlet,1,1,0,6.92,NORTH BRANCH SWIFT RIVER,MA32-54,6.92,0.596467,0.287962,5.500565,0.53237,8.6,4.2,79.5,7.7,87.2,3.02,0.088652,0.094412,2.679868,0.15574,2.9,3.1,88.8,5.2,1.81,0.040728,0.053987,1.421391,0.297774,2.2,3,78.4,16.4,<Null>,<Null>,<Null>,<Null>,0.64,0.002435,0.013824,0.544319,0.0769,0.4,2.2,85.4,12.1,1.75,69,Point
3208400,Westfield,KELLOG BROOK,MA32-55, , , , ,2.8,MILES, , , ,0,46,MA32_55,Outlet,1,1,0,3.4,KELLOG BROOK,MA32-55,3.4,0.207629,1.106792,1.932967,0.151507,6.1,32.6,56.9,4.5,61.4,3.4,0.207629,1.106792,1.932967,0.151507,6.1,32.6,56.9,4.5,1.12,0.062121,0.300918,0.652767,0.107466,5.5,26.8,58.1,9.6,<Null>,<Null>,<Null>,<Null>,1.12,0.062121,0.300918,0.652767,0.107466,5.5,26.8,58.1,9.6,8.21,70,Point
3208625,Westfield,BUSH BROOK,MA32-56, , , , ,0.7,MILES, , , ,0,47,MA32_56,Outlet,1,1,0,1.54,BUSH BROOK,MA32-56,1.54,0.028787,0.245565,1.085079,0.17992,1.9,16,70.5,11.7,82.2,1.53,0.028787,0.245563,1.07548,0.17992,1.9,16.1,70.3,11.8,0.5,0.017238,0.053429,0.328796,0.102377,3.4,10.6,65.5,20.4,<Null>,<Null>,<Null>,<Null>,0.5,0.017238,0.053429,0.328796,0.102377,3.4,10.6,65.5,20.4,5.73,71,Point
3208650,Westfield,BARRY BROOK,MA32-57, , , , ,2.6,MILES, , , ,0,48,MA32_57,Outlet,1,1,0,0.93,BARRY BROOK,MA32-57,0.93,0.009173,0.071069,0.714829,0.136632,1,7.6,76.7,14.7,91.4,0.93,0.009173,0.071069,0.714829,0.136632,1,7.6,76.7,14.7,0.35,0.006737,0.023145,0.247553,0.067591,2,6.7,71.7,19.6,<Null>,<Null>,<Null>,<Null>,0.35,0.006737,0.023145,0.247553,0.067591,2,6.7,71.7,19.6,3.01,72,Point
3208700,Westfield,ARM BROOK,MA32-58, , , , ,1.7,MILES, , , ,0,49,MA32_58,Outlet,1,1,0,2.56,ARM BROOK,MA32-58,2.56,0.109171,1.38993,0.989983,0.070862,4.3,54.3,38.7,2.8,41.5,2.54,0.109171,1.389067,0.969369,0.070862,4.3,54.7,38.2,2.8,0.37,0.015956,0.062227,0.24454,0.045749,4.3,16.9,66.4,12.4,<Null>,<Null>,<Null>,<Null>,0.37,0.015956,0.062227,0.24454,0.045749,4.3,16.9,66.4,12.4,27.27,73,Point
3208825,Westfield,MUNN BROOK,MA32-59, , , , ,5.5,MILES, , , ,0,50,MA32_59,Outlet,1,1,0,22.27,MUNN BROOK,MA32-59,22.22,1.049014,1.389599,18.807433,0.973654,4.7,6.3,84.6,4.4,89,5.9,0.280924,0.47667,4.839289,0.305651,4.8,8.1,82,5.2,5.22,0.287716,0.418928,4.024394,0.492295,5.5,8,77,9.4,<Null>,<Null>,<Null>,<Null>,1.28,0.131126,0.120364,0.88138,0.147656,10.2,9.4,68.8,11.5,2.47,74,Point
3209850,Westfield,STAGE BROOK,MA32-60, , , , ,1,MILES, , , ,0,51,MA32_60,Outlet,1,1,0,9.93,STAGE BROOK,MA32-60,9.93,0.213307,0.380212,9.119066,0.217265,2.1,3.8,91.8,2.2,94,7.87,0.094485,0.223902,7.379389,0.173341,1.2,2.8,93.8,2.2,2.66,0.022131,0.086743,2.448264,0.107554,0.8,3.3,91.9,4,<Null>,<Null>,<Null>,<Null>,2.2,0.014013,0.070428,2.028591,0.088105,0.6,3.2,92.2,4,1.28,75,Point
3210125,Westfield,ROARING BROOK,MA32-61, , , , ,4.5,MILES, , , ,0,52,MA32_61,Outlet,1,1,0,3.64,ROARING BROOK,MA32-61,3.64,0.170626,0.097178,3.246157,0.12675,4.7,2.7,89.2,3.5,92.7,1.89,0.088041,0.045247,1.699442,0.052683,4.7,2.4,90.1,2.8,0.76,0.012958,0.021988,0.662686,0.063744,1.7,2.9,87,8.4,<Null>,<Null>,<Null>,<Null>,0.46,0.000038,0.016951,0.401744,0.036818,0,3.7,88.2,8.1,1.04,76,Point
3210250,Westfield,ABBOTT BROOK,MA32-62, , , , ,2.5,MILES, , , ,0,53,MA32_62,Outlet,1,1,0,2.67,ABBOTT BROOK,MA32-62,2.67,0.109533,0.093426,2.418331,0.045248,4.1,3.5,90.7,1.7,92.4,2.2,0.077756,0.067085,2.042345,0.01653,3.5,3,92.7,0.8,0.48,0.007272,0.017372,0.435574,0.015412,1.5,3.7,91.6,3.2,<Null>,<Null>,<Null>,<Null>,0.41,0.000057,0.015215,0.398074,0.001345,0,3.7,96,0.3,1.07,77,Point
3211225,Westfield,DEAD BRANCH (BROOK),MA32-63, , , , ,8.5,MILES, , , ,0,54,MA32_63,Outlet,1,1,0,21.64,DEAD BRANCH (BROOK),MA32-63,21.63,0.599578,1.093208,18.340298,1.600518,2.8,5.1,84.8,7.4,92.2,8.64,0.274217,0.303675,7.616704,0.443954,3.2,3.5,88.2,5.1,4.58,0.056845,0.158869,3.559091,0.80733,1.2,3.5,77.7,17.6,<Null>,<Null>,<Null>,<Null>,1.95,0.037905,0.051858,1.58073,0.28285,1.9,2.7,80.9,14.5,1.98,78,Point
3210975,Westfield,FULLER BROOK,MA32-64, , , , ,4.2,MILES, , , ,0,61,MA32_64,Outlet,1,1,0,6.23,FULLER BROOK,MA32-64,6.23,0.043246,0.261833,5.392838,0.532872,0.7,4.2,86.6,8.6,95.2,3.59,0.043066,0.102064,3.382719,0.061936,1.2,2.8,94.2,1.7,1.16,0.004596,0.02407,1.003425,0.128793,0.4,2.1,86.4,11.1,<Null>,<Null>,<Null>,<Null>,0.82,0.004596,0.007069,0.799682,0.009142,0.6,0.9,97.5,1.1,1.61,85,Point
3210725,Westfield,MIDDLE BRANCH WESTFIELD RIVER,MA32-65, , , , ,13.7,MILES, , , ,0,60,MA32_65,Outlet,1,1,0,48.15,MIDDLE BRANCH WESTFIELD RIVER,MA32-65,48.15,1.142576,1.125412,44.047041,1.834963,2.4,2.3,91.5,3.8,95.3,9.79,0.267466,0.217073,8.916582,0.385687,2.7,2.2,91.1,3.9,10,0.276844,0.265414,8.885729,0.574371,2.8,2.7,88.8,5.7,<Null>,<Null>,<Null>,<Null>,2.01,0.044348,0.067918,1.763862,0.138746,2.2,3.4,87.5,6.9,1.03,84,Point
3210725,Westfield,MIDDLE BRANCH WESTFIELD RIVER,MA32-66, , , , ,0.6,MILES, , , ,0,62,MA32_66,Outlet,1,1,0,48.87,MIDDLE BRANCH WESTFIELD RIVER,MA32-66,48.86,1.147602,1.135497,44.733333,1.846187,2.3,2.3,91.5,3.8,95.3,8.81,0.253582,0.193669,8.030399,0.334981,2.9,2.2,91.1,3.8,10.09,0.278283,0.271064,8.959237,0.578935,2.8,2.7,88.8,5.7,<Null>,<Null>,<Null>,<Null>,1.83,0.045787,0.066902,1.595612,0.119414,2.5,3.7,87.3,6.5,1.03,86,Point
MA11-01_2012,Hudson: Hoosic,North Branch Hoosic River,MA11-01,"Vermont State line, Clarksburg to USGS Gage, North Adams.",<Null>,1100925,RIVER,4.281,MILES,B,"CWF, HQW",2,0,1,MA11_01,Outlet,1,1,0,41.14,North Branch Hoosic River,MA11-01,11.19,0.528724,1.082075,9.011238,0.566239,4.7,9.7,80.5,5.1,85.6,9.7,0.528603,1.080548,7.586809,0.504492,5.4,11.1,78.2,5.2,3.49,0.174766,0.397192,2.666426,0.253827,5,11.4,76.4,7.3,<Null>,<Null>,<Null>,<Null>,3.19,0.174766,0.397192,2.396983,0.21955,5.5,12.5,75.2,6.9,3,641,Point
MA11-02_2012,Hudson: Hoosic,North Branch Hoosic River,MA11-02,"From USGS Gage, North Adams to confluence with Hoosic River, North Adams.",<Null>,1100925,RIVER,1.537,MILES,B,"CWF, HQW",5,0,2,MA11_02,Outlet,1,1,0,43.67,North Branch Hoosic River,MA11-02,13.72,0.57877,2.087386,10.453708,0.600276,4.2,15.2,76.2,4.4,80.6,10.75,0.497972,1.991128,7.755025,0.509132,4.6,18.5,72.1,4.7,4.03,0.198746,0.635525,2.94028,0.254157,4.9,15.8,73,6.3,<Null>,<Null>,<Null>,<Null>,2.99,0.159783,0.574407,2.059215,0.200732,5.3,19.2,68.8,6.7,5.5,642,Point
MA11-03_2012,Hudson: Hoosic,Hoosic River,MA11-03,"Headwaters, outlet Cheshire Reservoir, Cheshire  to Adams WWTP discharge, Adams.",<Null>,1100500,RIVER,8.841,MILES,B,"CWF, HQW",5,0,3,MA11_03,Outlet,1,1,0,63.92,Hoosic River,MA11-03,63.89,6.055765,7.600045,47.755293,2.483444,9.5,11.9,74.7,3.9,78.6,14.28,1.683799,3.102946,9.228463,0.267303,11.8,21.7,64.6,1.9,14.4,1.014206,1.931006,10.273481,1.182629,7,13.4,71.3,8.2,<Null>,<Null>,<Null>,<Null>,3.78,0.355816,0.941633,2.380319,0.099093,9.4,24.9,63,2.6,3.8,643,Point
MA11-04_2012,Hudson: Hoosic,Hoosic River,MA11-04,"Adams WWTP discharge, Adams to confluence with North Branch Hoosic River, North Adams.",<Null>,1100500,RIVER,5.387,MILES,B,WWF,5,0,4,MA11_04,Outlet,1,1,0,74.59,Hoosic River,MA11-04,74.56,6.885254,10.075618,54.77511,2.827548,9.2,13.5,73.5,3.8,77.3,7.2,0.227127,1.893561,4.802871,0.272712,3.2,26.3,66.7,3.8,17.19,1.373616,2.416838,12.033933,1.363387,8,14.1,70,7.9,<Null>,<Null>,<Null>,<Null>,2,0.132779,0.452723,1.246301,0.16833,6.6,22.6,62.3,8.4,4.7,644,Point
MA11-05_2012,Hudson: Hoosic,Hoosic River,MA11-05,"Confluence with North Branch Hoosic River, North Adams to the Vermont State line, Williamstown.",<Null>,1100500,RIVER,8.225,MILES,B,WWF,5,0,13,MA11_05,Outlet,1,1,0,204.96,Hoosic River,MA11-05,163.93,14.706427,19.263962,125.356183,4.607449,9,11.8,76.5,2.8,79.3,13.37,0.860108,2.899079,9.303307,0.310883,6.4,21.7,69.6,2.3,37.96,3.486273,4.943163,27.329857,2.197465,9.2,13,72,5.8,<Null>,<Null>,<Null>,<Null>,2.74,0.14394,0.653648,1.814468,0.126723,5.3,23.9,66.3,4.6,4,653,Point
MA11-06_2012,Hudson: Hoosic,Green River,MA11-06,"Headwaters southwest of Sugarloaf Mountain (west of Ingraham Road), New Ashford to confluence with Hoosic River, Williamstown.",<Null>,1100650,RIVER,12.498,MILES,B,CWF,5,0,14,MA11_06,Outlet,1,1,0,43.02,Green River,MA11-06,42.41,4.905629,2.88946,33.973723,0.642296,11.6,6.8,80.1,1.5,81.6,5.02,1.233636,1.503676,2.183639,0.101347,24.6,29.9,43.5,2,10.14,1.39033,0.867695,7.487564,0.397897,13.7,8.6,73.8,3.9,<Null>,<Null>,<Null>,<Null>,1.32,0.299061,0.35036,0.592433,0.075165,22.7,26.6,45,5.7,2.1,654,Point
MA11-09_2012,Hudson: Hoosic,Hemlock Brook,MA11-09,"Headwaters, south of Route 2 in the Taconic Trail State Park to confluence with the Hoosic River, Wiliamstown.",<Null>,1100550,RIVER,7.083,MILES,B,<Null>,2,0,15,MA11_09,Outlet,1,1,0,14.06,Hemlock Brook,MA11-09,13.11,1.139344,1.140851,10.652079,0.181162,8.7,8.7,81.2,1.4,82.6,8.75,0.71258,0.885134,7.037952,0.112451,8.1,10.1,80.5,1.3,3.32,0.259637,0.369211,2.645485,0.05052,7.8,11.1,79.6,1.5,<Null>,<Null>,<Null>,<Null>,2.18,0.109266,0.303464,1.74682,0.018764,5,13.9,80.2,0.9,2.4,655,Point
MA11-10_2012,Hudson: Hoosic,Thunder Brook,MA11-10,"Headwaters, Cheshire to confluence with Kitchen Brook, Cheshire.",<Null>,1101550,RIVER,1.545,MILES,A,PWS\ORW,3,0,16,MA11_10,Outlet,1,1,0,1.26,Thunder Brook,MA11-10,1.26,0.111763,0.059994,1.080329,0.011622,8.8,4.7,85.5,0.9,86.4,1.26,0.111763,0.059994,1.080329,0.011622,8.8,4.7,85.5,0.9,0.31,0.024876,0.018125,0.267991,0.001571,8,5.8,85.7,0.5,<Null>,<Null>,<Null>,<Null>,0.31,0.024876,0.018125,0.267991,0.001571,8,5.8,85.7,0.5,1.5,656,Point
MA11-13_2012,Hudson: Hoosic,Dry Brook,MA11-13,"Headwaters, west of Jackson Road (in Savoy Wildlife Management Area), Savoy to confluence with Hoosic River, Adams.",<Null>,1101400,RIVER,6.702,MILES,B,<Null>,2,0,5,MA11_13,Outlet,1,1,0,10.49,Dry Brook,MA11-13,10.49,1.812273,1.16885,6.910003,0.59453,17.3,11.1,65.9,5.7,71.6,5.21,1.572404,1.012435,2.485144,0.137393,30.2,19.4,47.7,2.6,1.86,0.272136,0.235701,1.171933,0.178697,14.6,12.7,63.1,9.6,<Null>,<Null>,<Null>,<Null>,1.13,0.26135,0.199816,0.615433,0.055101,23.1,17.7,54.4,4.9,2.6,645,Point
MA11-15_2012,Hudson: Hoosic,South Brook,MA11-15,"Headwaters, west of Weston Mountain, Dalton to confluence with the Hoosic River, Cheshire.",<Null>,1101475,RIVER,4.138,MILES,B,<Null>,2,0,6,MA11_15,Outlet,1,1,0,7.15,South Brook,MA11-15,7.14,0.506275,0.245613,6.113466,0.276945,7.1,3.4,85.6,3.9,89.5,5.79,0.506275,0.22795,4.88267,0.172373,8.7,3.9,84.3,3,1.62,0.102853,0.082045,1.366,0.064886,6.4,5.1,84.5,4,<Null>,<Null>,<Null>,<Null>,1.46,0.102853,0.080686,1.233246,0.047174,7,5.5,84.2,3.2,0.7,646,Point
MA11-16_2012,Hudson: Hoosic,McDonald Brook,MA11-16,"Source, southeast of Woodchuck Hill, Windsor to confluence with South Brook, Cheshire.",<Null>,1101500,RIVER,3,MILES,B,<Null>,2,0,7,MA11_16,Outlet,1,1,0,2.4,McDonald Brook,MA11-16,2.4,0.413701,0.092251,1.789819,0.101028,17.3,3.8,74.7,4.2,78.9,2.4,0.413701,0.092251,1.789819,0.101028,17.3,3.8,74.7,4.2,0.58,0.060331,0.007186,0.484607,0.028544,10.4,1.2,83.5,4.9,<Null>,<Null>,<Null>,<Null>,0.58,0.060331,0.007186,0.484607,0.028544,10.4,1.2,83.5,4.9,0.8,647,Point
MA11-17_2012,Hudson: Hoosic,Bassett Brook,MA11-17,"Headwaters southeast slope of Saddle Ball Mountain, Adams to inlet Bassett Reservoir, Cheshire.",<Null>,1101425,RIVER,1.939,MILES,A,PWS\ORW,3,0,17,MA11_17,Outlet,1,1,0,2.87,Bassett Brook,MA11-17,2.87,0,0.019606,2.839588,0.01024,0,0.7,99,0.4,99.4,2.87,0,0.019606,2.839588,0.01024,0,0.7,99,0.4,0.77,0,0.002753,0.768308,0.002556,0,0.4,99.3,0.3,<Null>,<Null>,<Null>,<Null>,0.77,0,0.002753,0.768308,0.002556,0,0.4,99.3,0.3,0.5,657,Point
MA11-18_2012,Hudson: Hoosic,Pecks Brook,MA11-18,"Headwaters west of West Mountatin Road to confluence with the Hoosic River, Adams.",<Null>,1101375,RIVER,2.703,MILES,B,<Null>,2,0,8,MA11_18,Outlet,1,1,0,3.3,Pecks Brook,MA11-18,3.3,0.250986,0.281649,2.708432,0.057481,7.6,8.5,82.1,1.7,83.8,3.3,0.250986,0.281649,2.708432,0.057481,7.6,8.5,82.1,1.7,1.12,0.109066,0.116617,0.871456,0.027594,9.7,10.4,77.5,2.5,<Null>,<Null>,<Null>,<Null>,1.12,0.109066,0.116617,0.871456,0.027594,9.7,10.4,77.5,2.5,2.2,648,Point
MA11-19_2012,Hudson: Hoosic,Tophet Brook,MA11-19,"Source west of Burnett Road, Savoy (in the Savoy Mountain State Forest) to the confluence with the Hoosic River, Adams.",<Null>,1101250,RIVER,6.151,MILES,B,<Null>,4C,0,9,MA11_19,Outlet,1,1,0,7.31,Tophet Brook,MA11-19,7.31,1.040409,0.589517,5.493895,0.184842,14.2,8.1,75.2,2.5,77.7,6.2,0.996803,0.526162,4.526578,0.152044,16.1,8.5,73,2.5,2.01,0.168691,0.239521,1.525529,0.077063,8.4,11.9,75.9,3.8,<Null>,<Null>,<Null>,<Null>,1.85,0.16514,0.234325,1.381183,0.07157,8.9,12.7,74.6,3.9,2.4,649,Point
MA11-20_2012,Hudson: Hoosic,Paull Brook,MA11-20,"Headwaters, outlet of Mt. Williams Reservoir, North Adams to confluence with unnamed tributary, Williamstown.",<Null>,1100850,RIVER,2.089,MILES,B,<Null>,5,0,10,MA11_20,Outlet,1,1,0,2.17,Paull Brook,MA11-20,2.17,0.204214,0.110639,1.818462,0.038586,9.4,5.1,83.7,1.8,85.5,2.17,0.204214,0.110639,1.818462,0.038586,9.4,5.1,83.7,1.8,0.49,0.069542,0.06265,0.338094,0.01599,14.3,12.9,69.5,3.3,<Null>,<Null>,<Null>,<Null>,0.49,0.069542,0.06265,0.338094,0.01599,14.3,12.9,69.5,3.3,1.8,650,Point
MA11-21_2012,Hudson: Hoosic,East Branch Green River,MA11-21,"Headwaters, northeast of Sugarloaf Mountain, New Ashford to confluence with Green River, New Ashford.",<Null>,1100800,RIVER,2.227,MILES,B,<Null>,2,0,11,MA11_21,Outlet,1,1,0,3.93,East Branch Green River,MA11-21,3.93,0.02778,0.024606,3.850911,0.025975,0.7,0.6,98,0.7,98.7,3.89,0.02778,0.024606,3.811028,0.025177,0.7,0.6,98,0.6,1.02,0.020588,0.008739,0.97823,0.010151,2,0.9,96.1,1,<Null>,<Null>,<Null>,<Null>,1.02,0.020588,0.008739,0.97823,0.010151,2,0.9,96.1,1,0.6,651,Point
MA11-22_2012,Hudson: Hoosic,West Branch Green River,MA11-22,"Headwaters, west of Route 43, Hancock (near New York border) to confluence with Green River, Williamstown.",<Null>,1100725,RIVER,7.896,MILES,B,<Null>,2,0,19,MA11_22,Outlet,1,1,0,14.81,West Branch Green River,MA11-22,14.2,1.749199,0.659354,11.467773,0.324542,12.3,4.6,80.8,2.3,83.1,7.97,1.378631,0.524572,5.811203,0.256985,17.3,6.6,72.9,3.2,4.22,0.679116,0.311971,3.000684,0.228451,16.1,7.4,71.1,5.4,<Null>,<Null>,<Null>,<Null>,2.54,0.466247,0.253063,1.633996,0.184634,18.4,10,64.4,7.3,1.4,659,Point
MA11-23_2012,Hudson: Hoosic,Broad Brook,MA11-23,"From Vermont state line, Williamstown to the confluence with the Hoosic River, Williamstown.",<Null>,1100525,RIVER,2.184,MILES,B,<Null>,3,0,12,MA11_23,Outlet,1,1,0,10.36,Broad Brook,MA11-23,1.8,0.136287,0.237447,1.408432,0.021758,7.6,13.2,78.1,1.2,79.3,1.76,0.136287,0.237447,1.367968,0.020749,7.7,13.5,77.6,1.2,0.31,0.01034,0.088065,0.207909,0.000599,3.4,28.7,67.7,0.2,<Null>,<Null>,<Null>,<Null>,0.29,0.01034,0.088065,0.186496,0.0005,3.6,30.9,65.3,0.2,4.3,652,Point
MA11-24_2012,Hudson: Hoosic,Kitchen Brook,MA11-24,"From the outlet of the unnamed reservoir (Kitchen Brook Reservoir), Cheshire to the confluence with the Hoosic River, Cheshire.",<Null>,1101525,RIVER,1.445,MILES,B,<Null>,2,0,18,MA11_24,Outlet,1,1,0,4.86,Kitchen Brook,MA11-24,4.86,0.172986,0.276407,4.332391,0.07943,3.6,5.7,89.1,1.6,90.7,3.88,0.172986,0.24548,3.385733,0.075021,4.5,6.3,87.3,1.9,1.18,0.056399,0.089897,0.995814,0.042717,4.8,7.6,84,3.6,<Null>,<Null>,<Null>,<Null>,0.98,0.056399,0.089897,0.787566,0.042717,5.8,9.2,80.6,4.4,1.4,658,Point
MA11_25_2016,Hudson: Kinderhook,Buxton Brook,MA11-25,<Null>,<Null>,<Null>,RIVER,1.3,MILES,B,CWF,<Null>,<Null>,<Null>,MA11_25,Outlet,<Null>,<Null>,<Null>,3.18,BUXTON BROOK,MA11-25,3.14,0.051707,0.15258,2.890195,0.049309,1.6,4.9,91.9,1.6,93.5,3.06,0.051707,0.15258,2.810067,0.049309,1.7,5,91.7,1.6,0.79,0.011427,0.050758,0.721243,0.008832,1.4,6.4,91,1.1,<Null>,<Null>,<Null>,<Null>,0.79,0.011427,0.050758,0.721243,0.008832,1.4,6.4,91,1.1,0.9,662,Point
MA11_26_2016,Hudson: Hoosic,Tunnel Brook,MA11-26,<Null>,<Null>,<Null>,RIVER,1.7,MILES,B,<Null>,<Null>,<Null>,<Null>,MA11_26,Outlet,<Null>,<Null>,<Null>,1.57,TUNNEL BROOK,MA11-26,1.57,0.026915,0.131401,1.400472,0.012754,1.7,8.4,89.1,0.8,89.9,1.57,0.026915,0.131401,1.400472,0.012754,1.7,8.4,89.1,0.8,0.41,0.000105,0.043197,0.360488,0.00477,0,10.6,88.2,1.2,<Null>,<Null>,<Null>,<Null>,0.41,0.000105,0.043197,0.360488,0.00477,0,10.6,88.2,1.2,3.8,664,Point
MA11_27_2016,Hudson: Hoosic,Miller Brook,MA11-27,<Null>,<Null>,<Null>,RIVER,2.4,MILES,B,<Null>,<Null>,<Null>,<Null>,MA11_27,Outlet,<Null>,<Null>,<Null>,7.31,MILLER BROOK,MA11-27,7.3,1.040409,0.585787,5.493455,0.184842,14.2,8,75.2,2.5,77.7,6.39,1.012881,0.539089,4.685144,0.157174,15.8,8.4,73.3,2.5,2.01,0.168691,0.23579,1.525089,0.077063,8.4,11.8,76,3.8,<Null>,<Null>,<Null>,<Null>,1.89,0.167264,0.230621,1.415165,0.074378,8.9,12.2,75,3.9,2.4,663,Point
MA12-01_2012,Hudson: Kinderhook,Kinderhook Creek,MA12-01,"Headwaters, northwest of Sheeps Heaven Mountain and east of Route 43, Hancock to New York/Massachusetts border, Hancock.",<Null>,1202150,RIVER,5.495,MILES,B,"CWF, HQW",5,0,20,MA12_01,Outlet,-1,1,0,14.26,Kinderhook Creek,MA12-01,13.03,0.990346,1.085722,10.743392,0.214329,7.6,8.3,82.4,1.6,84,6.75,0.817566,0.604743,5.234233,0.093133,12.1,9,77.5,1.4,3.12,0.344069,0.3947,2.202059,0.17795,11,12.7,70.6,5.7,<Null>,<Null>,<Null>,<Null>,1.61,0.295662,0.25284,0.985337,0.077059,18.4,15.7,61.2,4.8,3.6,660,Point
MA12-02_2012,Hudson: Kinderhook,Bently Brook,MA12-02,<Null>,<Null>,<Null>,RIVER,2.1,MILES,B,<Null>,<Null>,<Null>,<Null>,MA12_02,<Null>,<Null>,<Null>,<Null>,2.99,BENTLY BROOK,MA12-02,2.99,0.022776,0.446453,2.509737,0.015,0.8,14.9,83.8,0.5,84.3,2.99,0.022776,0.446453,2.509737,0.015,0.8,14.9,83.8,0.5,0.75,0.010445,0.153638,0.567147,0.014123,1.4,20.6,76.1,1.9,<Null>,<Null>,<Null>,<Null>,0.75,0.010445,0.153638,0.567147,0.014123,1.4,20.6,76.1,1.9,8.3,665,Point
MA13-01_2012,Hudson: Bashbish,Bashbish Brook,MA13-01,<Null>,<Null>,<Null>,RIVER,2.1,MILES,B,"CWF, HQW",<Null>,<Null>,<Null>,MA13_01,Outlet,<Null>,<Null>,<Null>,13.29,BASHBISH BROOK,MA13-01,13.29,0.181208,0.313302,12.473678,0.318987,1.4,2.4,93.9,2.4,96.3,10.23,0.164299,0.282982,9.528073,0.254726,1.6,2.8,93.1,2.5,2.91,0.048669,0.081916,2.649727,0.131577,1.7,2.8,91,4.5,<Null>,<Null>,<Null>,<Null>,2.29,0.042796,0.069599,2.091105,0.082158,1.9,3,91.5,3.6,1,661,Point
MA21-01_2012,Housatonic,East Branch Housatonic River,MA21-01,"Outlet of Muddy Pond, Washington to the outlet of Center Pond, Dalton.",<Null>,2105275,RIVER,11.251,MILES,B,CWF,5,0,11,MA21_01,Outlet,1,1,0,53.14,East Branch Housatonic River,MA21-01,53.12,1.639041,3.54608,42.493737,5.437415,3.1,6.7,80,10.2,90.2,15.27,0.627338,1.631938,12.260981,0.749491,4.1,10.7,80.3,4.9,10.53,0.275457,1.024965,7.547584,1.68202,2.6,9.7,71.7,16,<Null>,<Null>,<Null>,<Null>,4.06,0.168928,0.565042,3.073072,0.257862,4.2,13.9,75.6,6.3,2.4,676,Point
MA21-02_2012,Housatonic,East Branch Housatonic River,MA21-02,"Outlet of Center Pond, Dalton to confluence with the Housatonic River, Pittsfield.",<Null>,2105275,RIVER,8.019,MILES,B,WWF,5,0,24,MA21_02,Outlet,1,1,0,70.86,East Branch Housatonic River,MA21-02,70.83,1.745356,9.80259,52.549135,6.732156,2.5,13.8,74.2,9.5,83.7,7.09,0.036491,3.76755,2.473797,0.807902,0.5,53.2,34.9,11.4,14.21,0.284066,1.978082,9.589066,2.356709,2,13.9,67.5,16.6,<Null>,<Null>,<Null>,<Null>,1.37,0,0.444086,0.538715,0.38807,0,32.4,39.3,28.3,5.9,689,Point
MA21-04_2012,Housatonic,Housatonic River,MA21-04,"Confluence of Southwest Branch Housatonic River and West Branch Housatonic River, Pittsfield to outlet of  Woods Pond, Lee/Lenox (pond was formerly segment MA21120).",<Null>,2103450,RIVER,12.322,MILES,B,WWF,5,0,23,MA21_04,Outlet,1,1,0,170.34,Housatonic River,MA21-04,170.29,6.648186,22.07271,127.296409,14.273356,3.9,13,74.8,8.4,83.2,11.19,0.245378,1.081237,8.343143,1.522239,2.2,9.7,74.5,13.6,38.67,1.445861,4.5422,26.29825,6.380058,3.7,11.7,68,16.5,<Null>,<Null>,<Null>,<Null>,2.29,0.007443,0.108342,1.438695,0.733191,0.3,4.7,62.9,32,5.2,688,Point
